listing_id;description;room_type;price;neighborhood_full;host_name;last_review
21922639;Luxury Studio Apt in Williamsburg, 24 hr Doorman;Entire home/apt;150 dollars;Brooklyn, Greenpoint;Jamiel;21/06/2002
21923390;Charming 1 bedroom apartment, Williamsburg BK;ENTIRE HOME/APT;85 dollars;Brooklyn, Williamsburg;Maria;21/04/2029
21923649;Private basement studio in Greenpoint;Entire home/apt;99 dollars;Brooklyn, Greenpoint;Rebecca;21/05/1931
21923996;Bright & Large Brownstone Beauty mins away frm NYC;Entire home/apt;165 dollars;Brooklyn, Windsor Terrace;Nancy;21/07/2006
21925970;Manhattan cocoon @ spacious NEW renovated apt;Private room;50 dollars;Manhattan, East Harlem;Lucas;21/06/2014
21927300;LGA Newly Renovated One Bedroom Apt.1;Entire home/apt;100 dollars;Queens, East Elmhurst;Haijiao;21/07/2005
21930306;10 mins/Airports JFK/LGA/Hosp/malls bus/train#2;Private room;35 dollars;Queens, Richmond Hill;Seeranie;21/07/2004
21931508;BRIGHT & AIRY;Private room;85 dollars;Manhattan, Harlem;Fifi;21/06/2013
21931557;Bed-Stuy modern one bedroom plus private bathroom;private room;50 dollars;Brooklyn, Bedford-Stuyvesant;Sergii;21/03/2010
21931979;Shineroom;Private room;38 dollars;Queens, Flushing;Rasul;21/06/2008
21933635;Sunny and Spacious 3 Bedroom near Central Park;entire home/apt;250 dollars;Manhattan, Harlem;Christopher;21/03/2020
21933777;Industrial Queen Studio Room In Gowanus Inn;Private room;129 dollars;Brooklyn, Gowanus;Melissa;21/07/2006
21933969;Gowanus-Park Slope- Queen Studio Room;Private room;129 dollars;Brooklyn, Gowanus;Melissa;21/07/2007
21934181;Spacious private room in artsy Bushwick Brooklyn;Private room;41 dollars;Brooklyn, Bushwick;John;21/06/2014
21934202;Sunny and Spacious Bedroom w/ Private Bathroom;Private room;65 dollars;Brooklyn, Williamsburg;Agus;21/06/2025
21934318;Park Slope-Gowanus Boutique Queen Studio;Private room;129 dollars;Brooklyn, Gowanus;Melissa;21/07/2006
21934465;Queen Studio In Park Slope - Gowanus Inn & Yard;Private room;129 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21934873;Cute studio in Midtown Manhattan;entire home/apt;150 dollars;Manhattan, Murray Hill;Stanley;21/05/2008
21935551;Super clean / centrally located extra large studio;Entire home/apt;175 dollars;Manhattan, Hell's Kitchen;Lee;21/04/2017
21935569;Tiny (but comfy!) Private room Manhattan;Private room;20 dollars;Manhattan, Washington Heights;Charles;21/06/2020
21935727;Designers' Brooklyn Loft ‚Äì 2 bed, 2 bath;Entire home/apt;300 dollars;Brooklyn, Bedford-Stuyvesant;Noemie;21/04/2023
21935921;Skylight Living in NYC;Entire home/apt;275 dollars;Manhattan, West Village;BonnieAnn;21/06/2013
21936033;LGA Newly Renovated Apt.2;Entire home/apt;120 dollars;Queens, East Elmhurst;Haijiao;21/07/2007
21936073;Charming 1BR - King Bed, Full Kitchen, Laundry;entire home/apt;220 dollars;Manhattan, West Village;Degelis;21/05/2007
21936288;Infinite Bliss;PRIVATE ROOM;30 dollars;Queens, Elmhurst;Melissa;21/06/1930
21937451;AMAZING STUDIO IN CHELSEA (up to 4) Special price!;Entire home/apt;200 dollars;Manhattan, Chelsea;Paulina;21/03/2004
21938049;Big Bedroom w/ Bathroom - Bushwick Luxury Building;Private room;60 dollars;Brooklyn, Bushwick;Michael;21/06/2015
21938508;Ideal Stay in NYC! ‚òÜ‚òÜ‚òÜ‚òÜ‚òÜ;Entire home/apt;125 dollars;Queens, Astoria;Ryan;21/04/2026
21939323;Older Victorian front 1st floor D train corner;private room;50 dollars;Brooklyn, Borough Park;Ms. Edith;21/01/2001
21942269;Natural Light Filled Apartment with lots of space;Entire home/apt;150 dollars;Manhattan, East Village;Josh;21/05/2011
21942984;3 Bedroom Prime Park Slope 6th Ave/Barclays Center;entire home/apt;199 dollars;Brooklyn, Park Slope;Josh;21/06/2009
21946495;Havemeyer mini Duplex in central Williamsburg;Entire home/apt;160 dollars;Brooklyn, Williamsburg;Patrick;21/06/2017
21946665;Great One Bedroom Apartment - 20 mins from NYC;Entire home/apt;149 dollars;Brooklyn, Bushwick;Amado;21/07/2003
21947011;Brand New 2 Bedroom 2 Bath Downtown Gem;Entire home/apt;850 dollars;Manhattan, Financial District;Brad;21/04/2021
21947012;"Private Rm; JFK(10mins), LGA(15mins), Manh(30mins)";Private room;75 dollars;Queens, Richmond Hill;Vic;21/05/2029
21947062;Big bedroom at the heart of Manhattan;private room;95 dollars;Manhattan, Theater District;Tomislav;21/07/2001
21947114;Bushwick Loft On Trainline;Entire home/apt;85 dollars;Brooklyn, Bedford-Stuyvesant;Jonathan;21/01/2003
21947445;Perfect, Private Garden Apartment (Prime Brooklyn);Entire home/apt;149 dollars;Brooklyn, South Slope;Andrew;21/06/2027
21948560;Luxury Skyline Views! Best Panaromic Views Of NYC.;Entire home/apt;850 dollars;Manhattan, Tribeca;Sofia;21/06/2019
21948571;Private & Comfortable Room in a quiet neighborhood;Private room;60 dollars;Brooklyn, Prospect-Lefferts Gardens;Ervita;21/06/2025
21948799;Bedroom in Beautiful House with Sunny Porch;private room;65 dollars;Queens, Long Island City;Helen;21/05/2018
21950138;Beautiful 3 bedroom Brownstone in Boerum Hill;entire home/apt;550 dollars;Brooklyn, Boerum Hill;Anne;21/05/2027
21950963;Large midtown 1 bed apartment with views;Entire home/apt;160 dollars;Manhattan, Hell's Kitchen;Charlie;21/04/2022
21956264;Beautiful bed bed room;Private room;45 dollars;Queens, Jamaica;Shirley;21/06/2010
21958076;Old World Charm in the Heart of Brooklyn R2;Private room;79 dollars;Brooklyn, Bay Ridge;Tina;21/06/1930
21958889;Upper West Side Brownstone Duplex by Central Park;PRIVATE ROOM;55 dollars;Manhattan, Upper West Side;Andy;21/06/2029
21960412;Touchdown and Explore NYC! Sunlit 2 Bedroom;Entire home/apt;103 dollars;Brooklyn, Bedford-Stuyvesant;Giulia;21/05/2010
21960589;Studio Queen Room In Gowanus Inn, Brooklyn;PRIVATE ROOM;139 dollars;Brooklyn, Gowanus;Melissa;21/06/2023
21960659;Beautiful Huge Newly-Renovated Apt Great location.;Private room;69 dollars;Bronx, Kingsbridge;Nguyen;21/05/2026
21962437;$850 up to 3 month female only;Private room;31 dollars;Brooklyn, Crown Heights;Laurene;21/06/2023
21963398;4BR 2 Bath Williamsburg Apt with Private Roof;Entire home/apt;650 dollars;Brooklyn, Williamsburg;Chandler;21/01/2001
21963418;Big Studio at Grand Central Station area.;ENTIRE HOME/APT;210 dollars;Manhattan, Midtown;Jose;21/06/2013
21963428;Bright NYC Flat with Manhattan Views;Private room;49 dollars;Bronx, Port Morris;Kathryn;21/04/2001
21964596;Cozy fully furnished apartment in Bushwick;ENTIRE HOME/APT;60 dollars;Brooklyn, Bushwick;Peter;21/03/2010
21964623;Bright artist loft 1BR (top floor) in Cobble Hill;Entire home/apt;90 dollars;Brooklyn, Boerum Hill;Rebecca;21/01/2015
21965119;Seaux Blu Urban Boho Studio;Entire home/apt;60 dollars;Brooklyn, Bedford-Stuyvesant;Myah;21/06/2001
21965948;Room in the heart of Bushwick;private room;75 dollars;Brooklyn, Bushwick;Zoe;21/04/2009
21966051;Modern Studio Queen Room In Gowanus Inn;Private room;139 dollars;Brooklyn, Gowanus;Melissa;21/06/2019
21966351;Stylish Queen Bed Room - Gowanus - Park Slope;Private room;139 dollars;Brooklyn, Gowanus;Melissa;21/07/2007
21966390;Designer Condo with Lofted Mezzanine;entire home/apt;350 dollars;Brooklyn, Williamsburg;Troi;21/05/2010
21966432;Cozy Modern Studio;Entire home/apt;100 dollars;Brooklyn, Windsor Terrace;Luis;21/07/2005
21966592;True Brooklyn Experience Gowanus Inn Queen Bedroom;PRIVATE ROOM;139 dollars;Brooklyn, Gowanus;Melissa;21/07/2006
21966880;SunBathed WestVillage/Greenwich 1 bed apt;entire home/apt;245 dollars;Manhattan, West Village;Jane;21/06/2016
21967336;Affordable & Cozy Apartment near Prospect Park;Entire home/apt;135 dollars;Brooklyn, Prospect-Lefferts Gardens;Christie;21/01/2003
21967562;Old World Charm in the Heart of Brooklyn R1;Private room;79 dollars;Brooklyn, Bay Ridge;Tina;21/06/2027
21967751;Spacious 1 Bedroom with Backyard in Williamsburg;Entire home/apt;200 dollars;Brooklyn, Williamsburg;Frankie;21/05/2022
21969058;East Harlem Pied A Terre;Entire home/apt;300 dollars;Manhattan, East Harlem;Kim;21/06/2021
21970487;Newly Renovated Bed-Stuy Brownstone Apartment;ENTIRE HOME/APT;90 dollars;Brooklyn, Bedford-Stuyvesant;Marcia;21/06/2023
21972082;Amazing cozy and warm male room on Manhattan IV;Shared room;35 dollars;Manhattan, Lower East Side;Max;21/01/2021
21975315;Bright, 1.5 bedroom apartment in E. Williamsburg;ENTIRE HOME/APT;180 dollars;Brooklyn, Williamsburg;Alexandra;21/03/2025
21975709;Designer 2 Bedroom Loft**Greenwich Village**4BEDS*;Entire home/apt;485 dollars;Manhattan, Greenwich Village;Mark;21/07/2007
21976874;Luxury Williamsburg 2-Story Apartment w/ Patio;Entire home/apt;350 dollars;Brooklyn, Williamsburg;Justin;21/06/2012
21977042;Brighton Beach Hideaway 5 min walk from the Beach;ENTIRE HOME/APT;99 dollars;Brooklyn, Brighton Beach;Adam;21/07/2007
21979566;Mid-Century Modern 1 BR with Stunning Views;Entire home/apt;100 dollars;Manhattan, Civic Center;Rup;21/03/2002
21979890;Beautiful beach house in NYC!;ENTIRE HOME/APT;250 dollars;Queens, Arverne;Peter;21/06/2024
21980586;Quiet and Sunny Williamsburg One Bedroom!;Entire home/apt;100 dollars;Brooklyn, Williamsburg;Whitney;21/06/2027
21980723;Modern Renovation of original Manhattan Townhouse.;Entire home/apt;650 dollars;Manhattan, Harlem;David;21/06/2029
21981036;Comfortable studio duplex with a Queen size Casper mattress. A 15-minute walk to Union Square and a two-block walk to the subway. Beautiful light in the morning.;Entire home/apt;100 dollars;Manhattan, Gramercy;Leena;21/01/2015
21981789;Spacious light room in a cool neighborhood;private room;88 dollars;Manhattan, Lower East Side;Angie;21/06/2028
21981845;A happy home;private room;27 dollars;Staten Island, Randall Manor;Raquel;21/06/2019
21982177;Gramercy Park Pied ?† Terre;entire home/apt;150 dollars;Manhattan, Gramercy;Angele;21/06/2026
21982333;Casa de Compri Int'l;Private room;50 dollars;Brooklyn, East New York;Leland;21/07/2001
21982630;One Bedroom w/ Backyard Oasis in Williamsburg;entire home/apt;90 dollars;Brooklyn, Williamsburg;Christopher;21/03/1931
21982758;Cozy 1 Bedroom in the Heart of Clinton Hill;entire home/apt;110 dollars;Brooklyn, Clinton Hill;Heather;21/06/2004
21982995;Cozy home in Astoria Queens.;ENTIRE HOME/APT;150 dollars;Queens, Astoria;Nikos;21/01/2001
21983211;Large Master Bedroom in Midtown West;Private room;130 dollars;Manhattan, Hell's Kitchen;M;21/01/2001
21983275;Spacious cozy apartment w/ beautiful backyard!;entire home/apt;196 dollars;Brooklyn, Bedford-Stuyvesant;Pierre Yves;21/05/2005
21983362;Cozy Urban Retreat;Entire home/apt;115 dollars;Brooklyn, Crown Heights;Frank;21/05/1931
21983547;Spacious, Bright 1 BR in Prime Midtown West;Entire home/apt;225 dollars;Manhattan, Chelsea;Andy;21/07/2001
21983780;Bright Designer NoHo/Greenwich Village Loft;Entire home/apt;274 dollars;Manhattan, NoHo;Marika;21/04/2006
21984189;Bryant Park;Entire home/apt;250 dollars;Manhattan, Midtown;Jay;21/07/2003
21984356;Brooklyn In Style Queen Room in Gowanus Inn;private room;169 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21989166;New Brooklyn HotSpot;entire home/apt;150 dollars;Brooklyn, East Flatbush;Junior;21/06/2025
21990254;The BlossomBoudoir. Clean, Cozy and Private.;Shared room;49 dollars;Brooklyn, Cypress Hills;Jammie;21/07/2006
21992083;"Walk everywhere, See everything!
2BR Midtown West";Private room;300 dollars;Manhattan, Hell's Kitchen;Julien;21/07/2005
21993629;Williamsburg Apartment with Private Backyard;Entire home/apt;199 dollars;Brooklyn, Williamsburg;Sara;21/07/2001
21994769;EXPERIENCE NYC The Brooklyn Way Private 2 bedrooms;Entire home/apt;85 dollars;Brooklyn, Mill Basin;Alexander;21/07/2002
21995883;Chelsea urban style loft;Private room;150 dollars;Manhattan, Chelsea;Stephanie;21/01/2001
21998044;Cozy, private room near Prospect Park & BK Museum;Private room;75 dollars;Brooklyn, Prospect Heights;Rodrigo;21/07/2005
21999647;Huge Room in East Harlem on Madison Avenue;private room;60 dollars;Manhattan, East Harlem;Kelvin;21/07/2004
22000255;Cozy private room, 10 mins away from Central Park!;Private room;150 dollars;Manhattan, East Harlem;Kem;21/06/2025
22000376;2000Âëé Ê?ïÊãâÁõõÁæé‰??Ë±™ÂçéÂ§ßÂ•óÊàø;ENTIRE HOME/APT;460 dollars;Queens, Flushing;Angela;21/06/2024
22000430;Central Studio with 12 foot ceilings - Not Shared;entire home/apt;125 dollars;Manhattan, Midtown;Ken;21/06/1930
22000913;Harlem Jazz (private bath);Private room;65 dollars;Manhattan, Harlem;John;21/06/2022
22001621;Entire Loft Style 1BR Apartment in Greenpoint;Entire home/apt;159 dollars;Brooklyn, Greenpoint;Gabriele;21/06/2018
22005115;Two floor apartment near Central Park;entire home/apt;135 dollars;Manhattan, Upper West Side;Cecilia;21/06/1930
22007011;Private room. Bushwick. 18 min train to NYC;Private room;50 dollars;Brooklyn, Bushwick;Roxanne;21/01/2002
22009620;Super Cute, Cozy, & Convenient...;ENTIRE HOME/APT;85 dollars;Brooklyn, East Flatbush;Jamel;21/06/1930
22010257;King-size bedroom, great location, next to park!;private room;75 dollars;Brooklyn, Flatbush;Shay;21/01/2028
22010459;Calm, Cozy 2 Bedroom Apartment;entire home/apt;73 dollars;Manhattan, Harlem;Nicole;21/04/2022
22010594;Spacious Apartment with Work Space;Entire home/apt;94 dollars;Manhattan, Kips Bay;Mike;21/01/2020
22011027;Fort Greene Loft;Entire home/apt;300 dollars;Brooklyn, Fort Greene;Sarah;21/06/2019
22012650;East Village 1 bed in quiet neighbourhood;ENTIRE HOME/APT;186 dollars;Manhattan, Gramercy;Saoirse;21/05/2013
22013965;Vintage;Private room;50 dollars;Queens, Elmhurst;Ottilia;21/05/2006
22016473;Big and bright STUDIO in E Williamsburg;private room;85 dollars;Brooklyn, Williamsburg;Elena;21/06/2017
22017344;Full Floor Penthouse Loft- 3BR 2 Bath Times Square;entire home/apt;487 dollars;Manhattan, Hell's Kitchen;Mo;21/06/2019
22017362;Sunny Studio in Carroll Gardens!;Entire home/apt;49 dollars;Brooklyn, Carroll Gardens;Annette;21/07/2002
22017432;Beautiful, Spacious, and Zen Brooklyn dwelling;Entire home/apt;150 dollars;Brooklyn, Clinton Hill;Doo;21/04/2021
22019218;Relaxing large middle room;Private room;51 dollars;Brooklyn, Bushwick;Lakisha;21/05/2011
22019711;Sunlit Private Room in Uptown Manhattan;Private room;45 dollars;Manhattan, Washington Heights;Dana;21/06/1930
22020298;Humongous 10 feet ceiling room;Private room;60 dollars;Brooklyn, Bushwick;Lakisha;21/05/2004
22020843;Smart NYC Access (3);PRIVATE ROOM;33 dollars;Brooklyn, East New York;Silvia;21/06/2019
22023444;Luxury Studio Apartment;ENTIRE HOME/APT;100 dollars;Brooklyn, Bedford-Stuyvesant;Mike;21/06/2017
22026647;Duplex cozy Brooklyn;Entire home/apt;150 dollars;Brooklyn, Williamsburg;Koryn;21/06/2029
22026830;Prime Park Slope on 14th Street;entire home/apt;131 dollars;Brooklyn, South Slope;Mike;21/06/2027
22028307;Gorgeous Bright Parlor Floor Thru;Entire home/apt;300 dollars;Brooklyn, Park Slope;Holly;21/04/2022
22028894;20 mins to Manhattan. 7mins walk  2 subway.busesA;Entire home/apt;88 dollars;Queens, Elmhurst;Kim;21/06/2004
22030593;Comfortable warehouse conversion loft. STUDIO;ENTIRE HOME/APT;200 dollars;Brooklyn, Cobble Hill;Benjamin;21/06/1930
22030831;Luxury 1 Bedroom APT - 1 stop to Manhattan!;Entire home/apt;120 dollars;Queens, Long Island City;Po;21/01/2001
22031456;Brooklyn City Home;Entire home/apt;58 dollars;Brooklyn, Flatbush;Miller;21/02/2024
22031683;Modern master bedroom, LES, 2mn to train;PRIVATE ROOM;120 dollars;Manhattan, Lower East Side;Miguel;21/07/2006
22031905;Sunny, Large Bushwick room - private ROOF TERRACE;Private room;60 dollars;Brooklyn, Bushwick;Kyrié;21/01/2002
22032243;Historical Midtown East Retreat - Steps to the U.N;Entire home/apt;145 dollars;Manhattan, Midtown;Cooper;21/06/2014
22032656;Huge Bedroom 3rd # in a privately own brownstone;Private room;75 dollars;Brooklyn, Bedford-Stuyvesant;Cyrille;21/04/2011
22033927;Brooklyn Loft, 3bed, 2bath, 15 mins to Manhattan;Entire home/apt;325 dollars;Brooklyn, Bedford-Stuyvesant;Amanda;21/06/2016
22034112;Cozy Harlem Studio;Entire home/apt;200 dollars;Manhattan, East Harlem;Alvaro Luis;21/01/2001
22035333;*Memory foam mattress lovers//Netflix!!;Private room;53 dollars;Queens, Flushing;Fabian;21/06/1930
22035507;Tudor City;Entire home/apt;90 dollars;Manhattan, Midtown;Vera;21/06/2002
22037644;Restorative haven in a great neighborhood;entire home/apt;110 dollars;Manhattan, Upper West Side;Catherine;21/06/2019
22037715;Cozy artistic 3 bedroom home 15-20mins from jfk;ENTIRE HOME/APT;250 dollars;Queens, St. Albans;Adeola;21/06/2017
22042837;Fully furnished COOL private room.;Private room;39 dollars;Bronx, Mount Hope;Luis;21/07/2004
22043565;Perfect UWS Prewar 1 bedroom apartment!;Entire home/apt;150 dollars;Manhattan, Upper West Side;Maurine;21/03/2014
22043923;Large Private Bedroom and Bath Near Shops & Parks;Private room;105 dollars;Brooklyn, Cobble Hill;Jay;21/06/2007
22044014;Entire Studio Steps from Central Park;Entire home/apt;100 dollars;Manhattan, Upper West Side;Kseniya;21/07/2002
22045060;MASSIVE 3 Bedroom NOHO LOFT;entire home/apt;455 dollars;Manhattan, East Village;Liam;21/05/2015
22047243;Luxury NYC Apartment on Central Park West;Entire home/apt;125 dollars;Manhattan, Upper West Side;Daniel;21/05/2029
22047750;Clean Room #1 in Brooklyn Home 15 min from JFK;private room;75 dollars;Brooklyn, East New York;Janine;21/06/2010
22049875;Bright large studio loft, 100% private, Bushwick;Entire home/apt;90 dollars;Brooklyn, Bushwick;Benjamin;21/07/2001
22050355;Home Sweet Home in Astoria;ENTIRE HOME/APT;95 dollars;Queens, Astoria;Peter;21/06/2022
22051523;Room 1 at Lower Manhattan 18mins from Timesquare;Private room;90 dollars;Manhattan, Lower East Side;Stella;21/06/2023
22054258;Chambre pour couple o?? personne seule;Private room;45 dollars;Bronx, Morrisania;Ibrahim Maiga;21/06/2023
22055300;Cozy Living room sofa bed,close to LGA/JFK/subway;Shared room;41 dollars;Queens, Elmhurst;Jessica;21/06/2015
22058411;Spacious, Modern Two Bedroom, Two Bath in Harlem;entire home/apt;200 dollars;Manhattan, East Harlem;Laura;21/01/2004
22058586;Private & Comfortable Room  close to Manhattan!!;private room;60 dollars;Brooklyn, Prospect-Lefferts Gardens;Ervita;21/06/1930
22060712;Great Location! One Bedroom Apt. in LES;Entire home/apt;105 dollars;Manhattan, Chinatown;Semhar;21/01/2005
22062492;Studio Apt -Upper East Side;Entire home/apt;115 dollars;Manhattan, Upper East Side;Gabrielle;21/01/2001
22063652;Charming Central Park Studio Awaits!;ENTIRE HOME/APT;170 dollars;Manhattan, Upper West Side;Walter;21/07/2001
22063918;25 minutes to Midtown NYC- Entire large apartment;Entire home/apt;90 dollars;Queens, Elmhurst;Herminia;21/01/2002
22064022;Cozy 1BR near the Brooklyn Navy Yard;Entire home/apt;130 dollars;Brooklyn, Fort Greene;Simon;21/01/2006
22064262;Spacious beautiful studio in Midtown Manhattan;entire home/apt;150 dollars;Manhattan, Murray Hill;Stanley;21/04/2006
22064927;Ê?´È¶®Â§ßÂ•óÊàø;Private room;59 dollars;Queens, College Point;Rui Guang;21/07/2004
22065495;Huge bedroom in a renovated apt (females only!);private room;65 dollars;Manhattan, Washington Heights;Eliana;21/05/2027
22066430;Chic Williamsburg Mid-Century Apartment;Entire home/apt;148 dollars;Brooklyn, Williamsburg;Houman;21/06/2023
22067406;Incredible Newly Renovated Two-Bedroom Apartment;Entire home/apt;90 dollars;Brooklyn, Dyker Heights;David;21/06/2022
